"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	Count
	"Pancreas"	"21100"	"Wyoming"	"56"	42
	"Retroperitoneum"	"21110"	"Arizona"	"04"	20
	"Retroperitoneum"	"21110"	"California"	"06"	122
	"Retroperitoneum"	"21110"	"Colorado"	"08"	17
	"Retroperitoneum"	"21110"	"Connecticut"	"09"	18
	"Retroperitoneum"	"21110"	"Florida"	"12"	67
	"Retroperitoneum"	"21110"	"Georgia"	"13"	28
	"Retroperitoneum"	"21110"	"Illinois"	"17"	45
	"Retroperitoneum"	"21110"	"Indiana"	"18"	28
	"Retroperitoneum"	"21110"	"Kentucky"	"21"	17
	"Retroperitoneum"	"21110"	"Louisiana"	"22"	18
	"Retroperitoneum"	"21110"	"Maryland"	"24"	30
	"Retroperitoneum"	"21110"	"Massachusetts"	"25"	33
	"Retroperitoneum"	"21110"	"Michigan"	"26"	39
	"Retroperitoneum"	"21110"	"Minnesota"	"27"	20
	"Retroperitoneum"	"21110"	"Missouri"	"29"	19
	"Retroperitoneum"	"21110"	"New Jersey"	"34"	37
	"Retroperitoneum"	"21110"	"New York"	"36"	84
	"Retroperitoneum"	"21110"	"North Carolina"	"37"	34
	"Retroperitoneum"	"21110"	"Ohio"	"39"	40
	"Retroperitoneum"	"21110"	"Pennsylvania"	"42"	52
	"Retroperitoneum"	"21110"	"Texas"	"48"	89
	"Retroperitoneum"	"21110"	"Washington"	"53"	39
	"Peritoneum, Omentum and Mesentery"	"21120"	"Alabama"	"01"	27
	"Peritoneum, Omentum and Mesentery"	"21120"	"Arizona"	"04"	20
	"Peritoneum, Omentum and Mesentery"	"21120"	"California"	"06"	238
	"Peritoneum, Omentum and Mesentery"	"21120"	"Colorado"	"08"	35
	"Peritoneum, Omentum and Mesentery"	"21120"	"Connecticut"	"09"	27
	"Peritoneum, Omentum and Mesentery"	"21120"	"Florida"	"12"	123
	"Peritoneum, Omentum and Mesentery"	"21120"	"Georgia"	"13"	25
	"Peritoneum, Omentum and Mesentery"	"21120"	"Illinois"	"17"	86
	"Peritoneum, Omentum and Mesentery"	"21120"	"Indiana"	"18"	40
	"Peritoneum, Omentum and Mesentery"	"21120"	"Iowa"	"19"	32
	"Peritoneum, Omentum and Mesentery"	"21120"	"Kentucky"	"21"	34
	"Peritoneum, Omentum and Mesentery"	"21120"	"Louisiana"	"22"	25
	"Peritoneum, Omentum and Mesentery"	"21120"	"Maine"	"23"	19
	"Peritoneum, Omentum and Mesentery"	"21120"	"Maryland"	"24"	38
	"Peritoneum, Omentum and Mesentery"	"21120"	"Massachusetts"	"25"	38
	"Peritoneum, Omentum and Mesentery"	"21120"	"Michigan"	"26"	69
	"Peritoneum, Omentum and Mesentery"	"21120"	"Minnesota"	"27"	49
	"Peritoneum, Omentum and Mesentery"	"21120"	"Mississippi"	"28"	31
	"Peritoneum, Omentum and Mesentery"	"21120"	"Missouri"	"29"	49
	"Peritoneum, Omentum and Mesentery"	"21120"	"Nebraska"	"31"	18
	"Peritoneum, Omentum and Mesentery"	"21120"	"Nevada"	"32"	17
	"Peritoneum, Omentum and Mesentery"	"21120"	"New Jersey"	"34"	41
	"Peritoneum, Omentum and Mesentery"	"21120"	"New York"	"36"	118
	"Peritoneum, Omentum and Mesentery"	"21120"	"North Carolina"	"37"	73
	"Peritoneum, Omentum and Mesentery"	"21120"	"Ohio"	"39"	57
	"Peritoneum, Omentum and Mesentery"	"21120"	"Oklahoma"	"40"	20
	"Peritoneum, Omentum and Mesentery"	"21120"	"Oregon"	"41"	33
	"Peritoneum, Omentum and Mesentery"	"21120"	"Pennsylvania"	"42"	120
	"Peritoneum, Omentum and Mesentery"	"21120"	"South Carolina"	"45"	45
	"Peritoneum, Omentum and Mesentery"	"21120"	"Tennessee"	"47"	40
	"Peritoneum, Omentum and Mesentery"	"21120"	"Texas"	"48"	111
	"Peritoneum, Omentum and Mesentery"	"21120"	"Virginia"	"51"	44
	"Peritoneum, Omentum and Mesentery"	"21120"	"Washington"	"53"	38
	"Peritoneum, Omentum and Mesentery"	"21120"	"Wisconsin"	"55"	33
	"Other Digestive Organs"	"21130"	"Arizona"	"04"	23
	"Other Digestive Organs"	"21130"	"Arkansas"	"05"	17
	"Other Digestive Organs"	"21130"	"California"	"06"	213
	"Other Digestive Organs"	"21130"	"Colorado"	"08"	22
	"Other Digestive Organs"	"21130"	"Connecticut"	"09"	21
	"Other Digestive Organs"	"21130"	"Florida"	"12"	92
	"Other Digestive Organs"	"21130"	"Georgia"	"13"	37
	"Other Digestive Organs"	"21130"	"Illinois"	"17"	60
	"Other Digestive Organs"	"21130"	"Indiana"	"18"	23
	"Other Digestive Organs"	"21130"	"Iowa"	"19"	17
	"Other Digestive Organs"	"21130"	"Kentucky"	"21"	23
	"Other Digestive Organs"	"21130"	"Louisiana"	"22"	17
	"Other Digestive Organs"	"21130"	"Maryland"	"24"	21
	"Other Digestive Organs"	"21130"	"Massachusetts"	"25"	58
	"Other Digestive Organs"	"21130"	"Michigan"	"26"	63
	"Other Digestive Organs"	"21130"	"Minnesota"	"27"	27
	"Other Digestive Organs"	"21130"	"Mississippi"	"28"	18
	"Other Digestive Organs"	"21130"	"Missouri"	"29"	25
	"Other Digestive Organs"	"21130"	"New Jersey"	"34"	47
	"Other Digestive Organs"	"21130"	"New York"	"36"	80
	"Other Digestive Organs"	"21130"	"North Carolina"	"37"	26
	"Other Digestive Organs"	"21130"	"Ohio"	"39"	23
	"Other Digestive Organs"	"21130"	"Oregon"	"41"	29
	"Other Digestive Organs"	"21130"	"Pennsylvania"	"42"	64
	"Other Digestive Organs"	"21130"	"Texas"	"48"	63
	"Other Digestive Organs"	"21130"	"Virginia"	"51"	27
	"Other Digestive Organs"	"21130"	"Washington"	"53"	91
	"Other Digestive Organs"	"21130"	"Wisconsin"	"55"	19
	"Respiratory System"	"22010-22060"	"Alabama"	"01"	4330
	"Respiratory System"	"22010-22060"	"Alaska"	"02"	377
	"Respiratory System"	"22010-22060"	"Arizona"	"04"	3748
	"Respiratory System"	"22010-22060"	"Arkansas"	"05"	2671
	"Respiratory System"	"22010-22060"	"California"	"06"	18303
	"Respiratory System"	"22010-22060"	"Colorado"	"08"	2337
	"Respiratory System"	"22010-22060"	"Connecticut"	"09"	2834
	"Respiratory System"	"22010-22060"	"Delaware"	"10"	768
	"Respiratory System"	"22010-22060"	"District of Columbia"	"11"	376
	"Respiratory System"	"22010-22060"	"Florida"	"12"	17598
	"Respiratory System"	"22010-22060"	"Georgia"	"13"	6563
	"Respiratory System"	"22010-22060"	"Hawaii"	"15"	787
	"Respiratory System"	"22010-22060"	"Idaho"	"16"	885
	"Respiratory System"	"22010-22060"	"Illinois"	"17"	9907
	"Respiratory System"	"22010-22060"	"Indiana"	"18"	5610
	"Respiratory System"	"22010-22060"	"Iowa"	"19"	2568
	"Respiratory System"	"22010-22060"	"Kansas"	"20"	2092
	"Respiratory System"	"22010-22060"	"Kentucky"	"21"	5227
	"Respiratory System"	"22010-22060"	"Louisiana"	"22"	3797
	"Respiratory System"	"22010-22060"	"Maine"	"23"	1353
	"Respiratory System"	"22010-22060"	"Maryland"	"24"	3848
	"Respiratory System"	"22010-22060"	"Massachusetts"	"25"	5270
	"Respiratory System"	"22010-22060"	"Michigan"	"26"	8567
	"Respiratory System"	"22010-22060"	"Minnesota"	"27"	3319
	"Respiratory System"	"22010-22060"	"Mississippi"	"28"	2650
	"Respiratory System"	"22010-22060"	"Missouri"	"29"	5492
	"Respiratory System"	"22010-22060"	"Montana"	"30"	732
	"Respiratory System"	"22010-22060"	"Nebraska"	"31"	1275
	"Respiratory System"	"22010-22060"	"Nevada"	"32"	1745
	"Respiratory System"	"22010-22060"	"New Hampshire"	"33"	1126
	"Respiratory System"	"22010-22060"	"New Jersey"	"34"	6119
	"Respiratory System"	"22010-22060"	"New Mexico"	"35"	1000
	"Respiratory System"	"22010-22060"	"New York"	"36"	14396
	"Respiratory System"	"22010-22060"	"North Carolina"	"37"	8044
	"Respiratory System"	"22010-22060"	"North Dakota"	"38"	453
	"Respiratory System"	"22010-22060"	"Ohio"	"39"	10160
	"Respiratory System"	"22010-22060"	"Oklahoma"	"40"	3080
	"Respiratory System"	"22010-22060"	"Oregon"	"41"	2745
	"Respiratory System"	"22010-22060"	"Pennsylvania"	"42"	11263
	"Respiratory System"	"22010-22060"	"Rhode Island"	"44"	877
	"Respiratory System"	"22010-22060"	"South Carolina"	"45"	3939
	"Respiratory System"	"22010-22060"	"South Dakota"	"46"	594
	"Respiratory System"	"22010-22060"	"Tennessee"	"47"	5994
	"Respiratory System"	"22010-22060"	"Texas"	"48"	13917
	"Respiratory System"	"22010-22060"	"Utah"	"49"	642
	"Respiratory System"	"22010-22060"	"Vermont"	"50"	580
	"Respiratory System"	"22010-22060"	"Virginia"	"51"	5589
	"Respiratory System"	"22010-22060"	"Washington"	"53"	4634
	"Respiratory System"	"22010-22060"	"West Virginia"	"54"	2082
	"Respiratory System"	"22010-22060"	"Wisconsin"	"55"	4319
	"Respiratory System"	"22010-22060"	"Wyoming"	"56"	334
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Alabama"	"01"	35
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Arizona"	"04"	37
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Arkansas"	"05"	20
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"California"	"06"	227
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Colorado"	"08"	23
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Connecticut"	"09"	26
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Florida"	"12"	165
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Georgia"	"13"	64
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Illinois"	"17"	73
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Indiana"	"18"	39
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Iowa"	"19"	26
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kansas"	"20"	26
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Kentucky"	"21"	41
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Louisiana"	"22"	37
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Maryland"	"24"	44
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Massachusetts"	"25"	31
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Michigan"	"26"	61
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Minnesota"	"27"	32
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Mississippi"	"28"	20
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Missouri"	"29"	54
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"New Jersey"	"34"	56
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"New York"	"36"	140
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"North Carolina"	"37"	67
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Ohio"	"39"	107
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Oklahoma"	"40"	18
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Oregon"	"41"	33
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Pennsylvania"	"42"	116
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"South Carolina"	"45"	29
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Tennessee"	"47"	49
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Texas"	"48"	142
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Virginia"	"51"	50
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Washington"	"53"	58
	"Nose, Nasal Cavity and Middle Ear"	"22010"	"Wisconsin"	"55"	34
	"Larynx"	"22020"	"Alabama"	"01"	273
	"Larynx"	"22020"	"Alaska"	"02"	19
	"Larynx"	"22020"	"Arizona"	"04"	156
	"Larynx"	"22020"	"Arkansas"	"05"	149
	"Larynx"	"22020"	"California"	"06"	888
	"Larynx"	"22020"	"Colorado"	"08"	125
	"Larynx"	"22020"	"Connecticut"	"09"	171
	"Larynx"	"22020"	"Delaware"	"10"	42
	"Larynx"	"22020"	"District of Columbia"	"11"	28
	"Larynx"	"22020"	"Florida"	"12"	1017
	"Larynx"	"22020"	"Georgia"	"13"	446
	"Larynx"	"22020"	"Hawaii"	"15"	43
	"Larynx"	"22020"	"Idaho"	"16"	39
	"Larynx"	"22020"	"Illinois"	"17"	581
	"Larynx"	"22020"	"Indiana"	"18"	346
	"Larynx"	"22020"	"Iowa"	"19"	156
	"Larynx"	"22020"	"Kansas"	"20"	132
	"Larynx"	"22020"	"Kentucky"	"21"	294
	"Larynx"	"22020"	"Louisiana"	"22"	270
	"Larynx"	"22020"	"Maine"	"23"	55
	"Larynx"	"22020"	"Maryland"	"24"	195
	"Larynx"	"22020"	"Massachusetts"	"25"	271
	"Larynx"	"22020"	"Michigan"	"26"	503
	"Larynx"	"22020"	"Minnesota"	"27"	160
	"Larynx"	"22020"	"Mississippi"	"28"	171
	"Larynx"	"22020"	"Missouri"	"29"	300
	"Larynx"	"22020"	"Montana"	"30"	37
	"Larynx"	"22020"	"Nebraska"	"31"	67
	"Larynx"	"22020"	"Nevada"	"32"	92
	"Larynx"	"22020"	"New Hampshire"	"33"	52
	"Larynx"	"22020"	"New Jersey"	"34"	335
	"Larynx"	"22020"	"New Mexico"	"35"	44
	"Larynx"	"22020"	"New York"	"36"	784
	"Larynx"	"22020"	"North Carolina"	"37"	472
	"Larynx"	"22020"	"North Dakota"	"38"	18
	"Larynx"	"22020"	"Ohio"	"39"	568
	"Larynx"	"22020"	"Oklahoma"	"40"	159
	"Larynx"	"22020"	"Oregon"	"41"	115
	"Larynx"	"22020"	"Pennsylvania"	"42"	611
	"Larynx"	"22020"	"Rhode Island"	"44"	58
	"Larynx"	"22020"	"South Carolina"	"45"	291
	"Larynx"	"22020"	"South Dakota"	"46"	22
	"Larynx"	"22020"	"Tennessee"	"47"	369
	"Larynx"	"22020"	"Texas"	"48"	795
	"Larynx"	"22020"	"Utah"	"49"	47
	"Larynx"	"22020"	"Vermont"	"50"	34
	"Larynx"	"22020"	"Virginia"	"51"	288
	"Larynx"	"22020"	"Washington"	"53"	202
	"Larynx"	"22020"	"West Virginia"	"54"	136
	"Larynx"	"22020"	"Wisconsin"	"55"	240
	"Larynx"	"22020"	"Wyoming"	"56"	19
	"Lung and Bronchus"	"22030"	"Alabama"	"01"	4016
	"Lung and Bronchus"	"22030"	"Alaska"	"02"	356
	"Lung and Bronchus"	"22030"	"Arizona"	"04"	3544
	"Lung and Bronchus"	"22030"	"Arkansas"	"05"	2499
	"Lung and Bronchus"	"22030"	"California"	"06"	17102
	"Lung and Bronchus"	"22030"	"Colorado"	"08"	2180
	"Lung and Bronchus"	"22030"	"Connecticut"	"09"	2625
	"Lung and Bronchus"	"22030"	"Delaware"	"10"	720
	"Lung and Bronchus"	"22030"	"District of Columbia"	"11"	344
	"Lung and Bronchus"	"22030"	"Florida"	"12"	16368
	"Lung and Bronchus"	"22030"	"Georgia"	"13"	6030
	"Lung and Bronchus"	"22030"	"Hawaii"	"15"	731
	"Lung and Bronchus"	"22030"	"Idaho"	"16"	832
	"Lung and Bronchus"	"22030"	"Illinois"	"17"	9227
	"Lung and Bronchus"	"22030"	"Indiana"	"18"	5216
	"Lung and Bronchus"	"22030"	"Iowa"	"19"	2377
	"Lung and Bronchus"	"22030"	"Kansas"	"20"	1927
	"Lung and Bronchus"	"22030"	"Kentucky"	"21"	4879
	"Lung and Bronchus"	"22030"	"Louisiana"	"22"	3483
	"Lung and Bronchus"	"22030"	"Maine"	"23"	1286
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	3598
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	4946
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	7984
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	3115
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	2455
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	5121
	"Lung and Bronchus"	"22030"	"Montana"	"30"	685
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	1196
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	1641
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	1058
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	5709
	"Lung and Bronchus"	"22030"	"New Mexico"	"35"	945
	"Lung and Bronchus"	"22030"	"New York"	"36"	13423
	"Lung and Bronchus"	"22030"	"North Carolina"	"37"	7489
	"Lung and Bronchus"	"22030"	"North Dakota"	"38"	429
	"Lung and Bronchus"	"22030"	"Ohio"	"39"	9461
	"Lung and Bronchus"	"22030"	"Oklahoma"	"40"	2899
	"Lung and Bronchus"	"22030"	"Oregon"	"41"	2590
	"Lung and Bronchus"	"22030"	"Pennsylvania"	"42"	10507
	"Lung and Bronchus"	"22030"	"Rhode Island"	"44"	812
	"Lung and Bronchus"	"22030"	"South Carolina"	"45"	3610
	"Lung and Bronchus"	"22030"	"South Dakota"	"46"	566
	"Lung and Bronchus"	"22030"	"Tennessee"	"47"	5565
	"Lung and Bronchus"	"22030"	"Texas"	"48"	12921
	"Lung and Bronchus"	"22030"	"Utah"	"49"	579
	"Lung and Bronchus"	"22030"	"Vermont"	"50"	537
	"Lung and Bronchus"	"22030"	"Virginia"	"51"	5233
	"Lung and Bronchus"	"22030"	"Washington"	"53"	4364
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	1928
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	4034
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	304
	"Pleura"	"22050"	"California"	"06"	17
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"California"	"06"	69
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Florida"	"12"	39
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Georgia"	"13"	20
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Illinois"	"17"	25
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Massachusetts"	"25"	16
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Michigan"	"26"	17
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"New York"	"36"	39
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Ohio"	"39"	18
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Pennsylvania"	"42"	28
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Texas"	"48"	49
	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	"Virginia"	"51"	16
	"Bones and Joints"	"23000"	"Alabama"	"01"	36
	"Bones and Joints"	"23000"	"Arizona"	"04"	44
	"Bones and Joints"	"23000"	"California"	"06"	292
	"Bones and Joints"	"23000"	"Colorado"	"08"	37
	"Bones and Joints"	"23000"	"Connecticut"	"09"	21
	"Bones and Joints"	"23000"	"Florida"	"12"	163
	"Bones and Joints"	"23000"	"Georgia"	"13"	51
	"Bones and Joints"	"23000"	"Illinois"	"17"	85
	"Bones and Joints"	"23000"	"Indiana"	"18"	51
	"Bones and Joints"	"23000"	"Iowa"	"19"	28
	"Bones and Joints"	"23000"	"Kansas"	"20"	30
	"Bones and Joints"	"23000"	"Kentucky"	"21"	35
	"Bones and Joints"	"23000"	"Louisiana"	"22"	30
	"Bones and Joints"	"23000"	"Maryland"	"24"	48
	"Bones and Joints"	"23000"	"Massachusetts"	"25"	51
	"Bones and Joints"	"23000"	"Michigan"	"26"	99
	"Bones and Joints"	"23000"	"Minnesota"	"27"	60
	"Bones and Joints"	"23000"	"Mississippi"	"28"	33
	"Bones and Joints"	"23000"	"Missouri"	"29"	53
	"Bones and Joints"	"23000"	"Nebraska"	"31"	16
	"Bones and Joints"	"23000"	"Nevada"	"32"	16
	"Bones and Joints"	"23000"	"New Jersey"	"34"	85
	"Bones and Joints"	"23000"	"New Mexico"	"35"	18
	"Bones and Joints"	"23000"	"New York"	"36"	154
	"Bones and Joints"	"23000"	"North Carolina"	"37"	87
	"Bones and Joints"	"23000"	"Ohio"	"39"	71
	"Bones and Joints"	"23000"	"Oklahoma"	"40"	35
	"Bones and Joints"	"23000"	"Oregon"	"41"	30
	"Bones and Joints"	"23000"	"Pennsylvania"	"42"	126
	"Bones and Joints"	"23000"	"South Carolina"	"45"	38
	"Bones and Joints"	"23000"	"Tennessee"	"47"	61
	"Bones and Joints"	"23000"	"Texas"	"48"	220
	"Bones and Joints"	"23000"	"Utah"	"49"	26
	"Bones and Joints"	"23000"	"Virginia"	"51"	47
	"Bones and Joints"	"23000"	"Washington"	"53"	55
	"Bones and Joints"	"23000"	"Wisconsin"	"55"	47
	"Soft Tissue including Heart"	"24000"	"Alabama"	"01"	156
	"Soft Tissue including Heart"	"24000"	"Arizona"	"04"	181
	"Soft Tissue including Heart"	"24000"	"Arkansas"	"05"	68
	"Soft Tissue including Heart"	"24000"	"California"	"06"	1180
	"Soft Tissue including Heart"	"24000"	"Colorado"	"08"	140
	"Soft Tissue including Heart"	"24000"	"Connecticut"	"09"	122
	"Soft Tissue including Heart"	"24000"	"Delaware"	"10"	36
	"Soft Tissue including Heart"	"24000"	"District of Columbia"	"11"	19
	"Soft Tissue including Heart"	"24000"	"Florida"	"12"	667
	"Soft Tissue including Heart"	"24000"	"Georgia"	"13"	276
	"Soft Tissue including Heart"	"24000"	"Hawaii"	"15"	42
	"Soft Tissue including Heart"	"24000"	"Idaho"	"16"	48
	"Soft Tissue including Heart"	"24000"	"Illinois"	"17"	413
	"Soft Tissue including Heart"	"24000"	"Indiana"	"18"	191
	"Soft Tissue including Heart"	"24000"	"Iowa"	"19"	92
	"Soft Tissue including Heart"	"24000"	"Kansas"	"20"	120
	"Soft Tissue including Heart"	"24000"	"Kentucky"	"21"	129
	"Soft Tissue including Heart"	"24000"	"Louisiana"	"22"	171
	"Soft Tissue including Heart"	"24000"	"Maine"	"23"	39
	"Soft Tissue including Heart"	"24000"	"Maryland"	"24"	161
	"Soft Tissue including Heart"	"24000"	"Massachusetts"	"25"	225
	"Soft Tissue including Heart"	"24000"	"Michigan"	"26"	346
	"Soft Tissue including Heart"	"24000"	"Minnesota"	"27"	173
	"Soft Tissue including Heart"	"24000"	"Mississippi"	"28"	88
	"Soft Tissue including Heart"	"24000"	"Missouri"	"29"	186
	"Soft Tissue including Heart"	"24000"	"Montana"	"30"	31
	"Soft Tissue including Heart"	"24000"	"Nebraska"	"31"	56
	"Soft Tissue including Heart"	"24000"	"Nevada"	"32"	74
	"Soft Tissue including Heart"	"24000"	"New Hampshire"	"33"	35
	"Soft Tissue including Heart"	"24000"	"New Jersey"	"34"	312
	"Soft Tissue including Heart"	"24000"	"New Mexico"	"35"	82
	"Soft Tissue including Heart"	"24000"	"New York"	"36"	682
	"Soft Tissue including Heart"	"24000"	"North Carolina"	"37"	326
	"Soft Tissue including Heart"	"24000"	"North Dakota"	"38"	19
	"Soft Tissue including Heart"	"24000"	"Ohio"	"39"	363
	"Soft Tissue including Heart"	"24000"	"Oklahoma"	"40"	134
	"Soft Tissue including Heart"	"24000"	"Oregon"	"41"	140
	"Soft Tissue including Heart"	"24000"	"Pennsylvania"	"42"	503
	"Soft Tissue including Heart"	"24000"	"Rhode Island"	"44"	44
	"Soft Tissue including Heart"	"24000"	"South Carolina"	"45"	172
	"Soft Tissue including Heart"	"24000"	"South Dakota"	"46"	26
	"Soft Tissue including Heart"	"24000"	"Tennessee"	"47"	180
	"Soft Tissue including Heart"	"24000"	"Texas"	"48"	674
	"Soft Tissue including Heart"	"24000"	"Utah"	"49"	86
	"Soft Tissue including Heart"	"24000"	"Vermont"	"50"	21
	"Soft Tissue including Heart"	"24000"	"Virginia"	"51"	244
	"Soft Tissue including Heart"	"24000"	"Washington"	"53"	210
	"Soft Tissue including Heart"	"24000"	"West Virginia"	"54"	53
	"Soft Tissue including Heart"	"24000"	"Wisconsin"	"55"	227
	"Soft Tissue including Heart"	"24000"	"Wyoming"	"56"	20
	"Skin excluding Basal and Squamous"	"25010-25020"	"Alabama"	"01"	1191
	"Skin excluding Basal and Squamous"	"25010-25020"	"Alaska"	"02"	103
	"Skin excluding Basal and Squamous"	"25010-25020"	"Arizona"	"04"	1132
	"Skin excluding Basal and Squamous"	"25010-25020"	"Arkansas"	"05"	516
	"Skin excluding Basal and Squamous"	"25010-25020"	"California"	"06"	8327
	"Skin excluding Basal and Squamous"	"25010-25020"	"Colorado"	"08"	1181
	"Skin excluding Basal and Squamous"	"25010-25020"	"Connecticut"	"09"	999
	"Skin excluding Basal and Squamous"	"25010-25020"	"Delaware"	"10"	321
	"Skin excluding Basal and Squamous"	"25010-25020"	"District of Columbia"	"11"	56
	"Skin excluding Basal and Squamous"	"25010-25020"	"Florida"	"12"	4479
	"Skin excluding Basal and Squamous"	"25010-25020"	"Georgia"	"13"	2253
	"Skin excluding Basal and Squamous"	"25010-25020"	"Hawaii"	"15"	374
	"Skin excluding Basal and Squamous"	"25010-25020"	"Idaho"	"16"	415
	"Skin excluding Basal and Squamous"	"25010-25020"	"Illinois"	"17"	2450
	"Skin excluding Basal and Squamous"	"25010-25020"	"Indiana"	"18"	1399
	"Skin excluding Basal and Squamous"	"25010-25020"	"Iowa"	"19"	907
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kansas"	"20"	745
	"Skin excluding Basal and Squamous"	"25010-25020"	"Kentucky"	"21"	1202
	"Skin excluding Basal and Squamous"	"25010-25020"	"Louisiana"	"22"	781
	"Skin excluding Basal and Squamous"	"25010-25020"	"Maine"	"23"	391
	"Skin excluding Basal and Squamous"	"25010-25020"	"Maryland"	"24"	1428
	"Skin excluding Basal and Squamous"	"25010-25020"	"Massachusetts"	"25"	1671
	"Skin excluding Basal and Squamous"	"25010-25020"	"Michigan"	"26"	2185
	"Skin excluding Basal and Squamous"	"25010-25020"	"Minnesota"	"27"	1739
	"Skin excluding Basal and Squamous"	"25010-25020"	"Mississippi"	"28"	553
	"Skin excluding Basal and Squamous"	"25010-25020"	"Missouri"	"29"	1163
	"Skin excluding Basal and Squamous"	"25010-25020"	"Montana"	"30"	308
	"Skin excluding Basal and Squamous"	"25010-25020"	"Nebraska"	"31"	377
	"Skin excluding Basal and Squamous"	"25010-25020"	"Nevada"	"32"	448
	"Skin excluding Basal and Squamous"	"25010-25020"	"New Hampshire"	"33"	443
	"Skin excluding Basal and Squamous"	"25010-25020"	"New Jersey"	"34"	2277
	"Skin excluding Basal and Squamous"	"25010-25020"	"New Mexico"	"35"	481
	"Skin excluding Basal and Squamous"	"25010-25020"	"New York"	"36"	3849
	"Skin excluding Basal and Squamous"	"25010-25020"	"North Carolina"	"37"	2353
	"Skin excluding Basal and Squamous"	"25010-25020"	"North Dakota"	"38"	181
